Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Workout_Frequency (days/week)
58,Female,59.3,1.58,166,165,1.97,1463,Strength,4
54,Female,70.7,1.57,198,163,1.14,836,Cardio,3
31,Male,86.9,1.69,185,130,1.72,1230,Yoga,4
47,Male,98.2,1.9,199,148,0.76,557,HIIT,3
52,Male,63.6,1.62,168,150,1.3,965,Strength,4
38,Female,45.2,1.68,193,144,1.01,727,HIIT,3
54,Male,117.2,1.62,172,143,1.04,736,HIIT,4
22,Male,107.4,1.74,195,138,1.34,1017,Strength,2
36,Female,59.1,1.78,184,121,0.85,514,Cardio,2
31,Female,53.3,1.64,183,141,0.57,402,Strength,3
43,Male,46.2,1.63,176,139,1.18,812,Strength,2
21,Male,67,1.61,161,152,1.32,1104,Yoga,3
42,Male,86.3,1.77,172,127,1.77,1113,HIIT,4
59,Male,85.5,1.67,190,144,1.99,1418,Cardio,5
42,Male,70.2,1.87,188,165,1.38,1127,HIIT,3
35,Male,127.1,1.62,187,128,1.02,718,Strength,4
57,Female,75.6,1.67,186,153,1.05,723,Cardio,3
25,Female,62.6,1.65,174,142,1.2,852,Cardio,3
56,Female,55.7,1.53,190,124,1.91,1066,Cardio,5
57,Male,96.1,1.74,199,144,1.21,862,Cardio,3
31,Female,76.7,1.62,174,127,1.39,883,Yoga,4
49,Male,57.2,1.89,192,135,1.14,762,Cardio,2
55,Male,69.9,1.81,179,167,1.2,992,Strength,4
50,Female,67.9,1.77,171,164,1.03,760,Yoga,3
40,Male,87.9,1.87,196,134,1.96,1445,Strength,5
32,Male,102.8,1.98,168,120,1.24,818,Strength,3
50,Female,51.8,1.5,182,141,1.32,838,HIIT,3
42,Female,57.7,1.57,167,122,1.83,1005,Cardio,4
34,Female,66.5,1.69,191,157,0.81,636,Cardio,3
50,Male,95.4,1.61,173,133,1.16,764,Strength,4
19,Female,69.2,1.6,186,155,1.17,907,Cardio,3
31,Female,66.6,1.67,184,137,1.02,699,Yoga,4
57,Male,83.4,1.65,172,166,1.57,1290,HIIT,4
57,Female,43.8,1.75,180,160,1.39,1001,Cardio,2
56,Female,64.2,1.69,190,137,1.99,1227,Cardio,5
23,Female,44.1,1.62,196,122,0.58,354,Yoga,2
23,Male,87.3,1.91,164,129,1.87,1327,HIIT,5
20,Male,55,1.6,172,168,1.12,1035,Yoga,4
24,Male,87.1,1.74,187,158,1.57,1364,Strength,4
25,Male,66.6,1.61,184,166,1.38,1260,Strength,2
59,Female,60.4,1.76,194,120,1.72,929,Cardio,5
32,Male,126.4,1.83,198,146,1.1,883,HIIT,3
46,Male,88.7,1.63,166,146,0.75,542,Strength,2
